cnty_name,naics_code,count
Kosciusko,Support Activities For Agriculture & Forestry,2
Lagrange,Support Activities For Agriculture & Forestry,12
Lake,Support Activities For Agriculture & Forestry,4
Laporte,Support Activities For Agriculture & Forestry,5
Marion,Support Activities For Agriculture & Forestry,5
Marshall,Support Activities For Agriculture & Forestry,2
Miami,Support Activities For Agriculture & Forestry,3
Monroe,Support Activities For Agriculture & Forestry,3
Montgomery,Support Activities For Agriculture & Forestry,4
Morgan,Support Activities For Agriculture & Forestry,2
Newton,Support Activities For Agriculture & Forestry,3
Noble,Support Activities For Agriculture & Forestry,6
Owen,Support Activities For Agriculture & Forestry,1
Parke,Support Activities For Agriculture & Forestry,2
Pike,Support Activities For Agriculture & Forestry,2
Porter,Support Activities For Agriculture & Forestry,1
Pulaski,Support Activities For Agriculture & Forestry,4
Ripley,Support Activities For Agriculture & Forestry,2
Rush,Support Activities For Agriculture & Forestry,3
StJoseph,Support Activities For Agriculture & Forestry,7
Scott,Support Activities For Agriculture & Forestry,2
Shelby,Support Activities For Agriculture & Forestry,4
Spencer,Support Activities For Agriculture & Forestry,5
Starke,Support Activities For Agriculture & Forestry,2
Steuben,Support Activities For Agriculture & Forestry,2
Sullivan,Support Activities For Agriculture & Forestry,2
Tippecanoe,Support Activities For Agriculture & Forestry,7
Vanderburgh,Support Activities For Agriculture & Forestry,6
Vermillion,Support Activities For Agriculture & Forestry,1
Vigo,Support Activities For Agriculture & Forestry,2
Wabash,Support Activities For Agriculture & Forestry,3
Warrick,Support Activities For Agriculture & Forestry,1
Washington,Support Activities For Agriculture & Forestry,1
Wayne,Support Activities For Agriculture & Forestry,1
Wells,Support Activities For Agriculture & Forestry,2
White,Support Activities For Agriculture & Forestry,5
Whitley,Support Activities For Agriculture & Forestry,2
Allen,Support Activities For Mining,1
Clark,Support Activities For Mining,1
Delaware,Support Activities For Mining,1
Elkhart,Support Activities For Mining,3
Gibson,Support Activities For Mining,2
Greene,Support Activities For Mining,1
Hamilton,Support Activities For Mining,6
Harrison,Support Activities For Mining,1
Knox,Support Activities For Mining,3
Lake,Support Activities For Mining,1
Lawrence,Support Activities For Mining,1
Madison,Support Activities For Mining,1
Marion,Support Activities For Mining,3
Monroe,Support Activities For Mining,1
Morgan,Support Activities For Mining,1
Pike,Support Activities For Mining,4
Posey,Support Activities For Mining,4
Putnam,Support Activities For Mining,1
StJoseph,Support Activities For Mining,1
Scott,Support Activities For Mining,1
Sullivan,Support Activities For Mining,2
Vanderburgh,Support Activities For Mining,6
Vigo,Support Activities For Mining,2
Wabash,Support Activities For Mining,1
Warrick,Support Activities For Mining,1
Adams,Support Activities For Transportation,2
Allen,Support Activities For Transportation,37
Bartholomew,Support Activities For Transportation,11
Benton,Support Activities For Transportation,1
Blackford,Support Activities For Transportation,2
Boone,Support Activities For Transportation,8
Brown,Support Activities For Transportation,1
Carroll,Support Activities For Transportation,1
Cass,Support Activities For Transportation,1
Clark,Support Activities For Transportation,20
Clay,Support Activities For Transportation,5
Daviess,Support Activities For Transportation,3
Dearborn,Support Activities For Transportation,10
Decatur,Support Activities For Transportation,5
Dekalb,Support Activities For Transportation,6
Delaware,Support Activities For Transportation,6
Dubois,Support Activities For Transportation,2
Elkhart,Support Activities For Transportation,24
Fayette,Support Activities For Transportation,4
Floyd,Support Activities For Transportation,9
Franklin,Support Activities For Transportation,3
Fulton,Support Activities For Transportation,1
Gibson,Support Activities For Transportation,3
Grant,Support Activities For Transportation,4
Greene,Support Activities For Transportation,1
Hamilton,Support Activities For Transportation,31
Hancock,Support Activities For Transportation,8
Harrison,Support Activities For Transportation,1
Hendricks,Support Activities For Transportation,22
Henry,Support Activities For Transportation,2
Howard,Support Activities For Transportation,7
Huntington,Support Activities For Transportation,5
Jasper,Support Activities For Transportation,5
Jefferson,Support Activities For Transportation,2
Jennings,Support Activities For Transportation,2
Johnson,Support Activities For Transportation,15
Knox,Support Activities For Transportation,2
Kosciusko,Support Activities For Transportation,7
Lagrange,Support Activities For Transportation,6
Lake,Support Activities For Transportation,79
Laporte,Support Activities For Transportation,12
Lawrence,Support Activities For Transportation,4
Madison,Support Activities For Transportation,7
Marion,Support Activities For Transportation,121
Marshall,Support Activities For Transportation,2
Miami,Support Activities For Transportation,2
Monroe,Support Activities For Transportation,10
Morgan,Support Activities For Transportation,7
Newton,Support Activities For Transportation,2
Noble,Support Activities For Transportation,6
Orange,Support Activities For Transportation,2
Owen,Support Activities For Transportation,2
Perry,Support Activities For Transportation,2
Pike,Support Activities For Transportation,1
Porter,Support Activities For Transportation,22
Posey,Support Activities For Transportation,5
Pulaski,Support Activities For Transportation,1
Putnam,Support Activities For Transportation,3
Ripley,Support Activities For Transportation,3
Rush,Support Activities For Transportation,2
StJoseph,Support Activities For Transportation,27
Scott,Support Activities For Transportation,2
Shelby,Support Activities For Transportation,2
Spencer,Support Activities For Transportation,3
Starke,Support Activities For Transportation,1
Steuben,Support Activities For Transportation,5
Sullivan,Support Activities For Transportation,2
Tippecanoe,Support Activities For Transportation,8
Tipton,Support Activities For Transportation,1
Vanderburgh,Support Activities For Transportation,12
Vermillion,Support Activities For Transportation,3
Vigo,Support Activities For Transportation,14
Wabash,Support Activities For Transportation,2
Warrick,Support Activities For Transportation,4
Washington,Support Activities For Transportation,1
Wayne,Support Activities For Transportation,4
Wells,Support Activities For Transportation,1
White,Support Activities For Transportation,4
Whitley,Support Activities For Transportation,4
Adams,Telecommunications,4
Allen,Telecommunications,20
Bartholomew,Telecommunications,8
Boone,Telecommunications,5
Carroll,Telecommunications,3
Cass,Telecommunications,1
Clark,Telecommunications,4
Clay,Telecommunications,2
Clinton,Telecommunications,3
Daviess,Telecommunications,4
Dearborn,Telecommunications,6
Decatur,Telecommunications,2
Dekalb,Telecommunications,4
Delaware,Telecommunications,5
Dubois,Telecommunications,2
Elkhart,Telecommunications,7
Fayette,Telecommunications,3
Floyd,Telecommunications,4
Fountain,Telecommunications,3
Franklin,Telecommunications,1
Fulton,Telecommunications,1
Gibson,Telecommunications,1
Grant,Telecommunications,7
Greene,Telecommunications,3
Hamilton,Telecommunications,23
Hancock,Telecommunications,5
Harrison,Telecommunications,3
Hendricks,Telecommunications,4
Henry,Telecommunications,4
Howard,Telecommunications,4
Huntington,Telecommunications,2
Jackson,Telecommunications,3
Jasper,Telecommunications,3
Jay,Telecommunications,3
Jefferson,Telecommunications,2
Jennings,Telecommunications,1
Johnson,Telecommunications,10
Knox,Telecommunications,5
Kosciusko,Telecommunications,7
Lagrange,Telecommunications,2
Lake,Telecommunications,26
Laporte,Telecommunications,5
Lawrence,Telecommunications,5
Madison,Telecommunications,5
Marion,Telecommunications,77
Marshall,Telecommunications,4
Miami,Telecommunications,2
Monroe,Telecommunications,11
Montgomery,Telecommunications,4
Morgan,Telecommunications,3
Noble,Telecommunications,3
Ohio,Telecommunications,1
Orange,Telecommunications,2
Parke,Telecommunications,2
Perry,Telecommunications,1
Pike,Telecommunications,1
Porter,Telecommunications,9
Posey,Telecommunications,1
Pulaski,Telecommunications,1
Putnam,Telecommunications,5
Randolph,Telecommunications,1
Ripley,Telecommunications,3
Rush,Telecommunications,2
StJoseph,Telecommunications,20
Scott,Telecommunications,1
Shelby,Telecommunications,3
Spencer,Telecommunications,1
Starke,Telecommunications,3
Steuben,Telecommunications,2
Sullivan,Telecommunications,2
Switzerland,Telecommunications,1
Tippecanoe,Telecommunications,7
Tipton,Telecommunications,2
Vanderburgh,Telecommunications,16
Vermillion,Telecommunications,1
Vigo,Telecommunications,2
Wabash,Telecommunications,2
Warrick,Telecommunications,1
Washington,Telecommunications,3
Wayne,Telecommunications,4
Wells,Telecommunications,1
White,Telecommunications,5
Whitley,Telecommunications,4
Allen,Textile Mills,1
Elkhart,Textile Mills,3
Gibson,Textile Mills,1
Hamilton,Textile Mills,4
Johnson,Textile Mills,4
Kosciusko,Textile Mills,2
Lake,Textile Mills,1
Laporte,Textile Mills,2
Madison,Textile Mills,1
Marion,Textile Mills,4
Monroe,Textile Mills,1
Orange,Textile Mills,1
Randolph,Textile Mills,2
Ripley,Textile Mills,1
StJoseph,Textile Mills,1
Steuben,Textile Mills,1
Tipton,Textile Mills,1
Vanderburgh,Textile Mills,2
Wells,Textile Mills,1
Adams,Textile Product Mills,1
Allen,Textile Product Mills,8
Bartholomew,Textile Product Mills,2
Boone,Textile Product Mills,1
Carroll,Textile Product Mills,2
Cass,Textile Product Mills,1
Clark,Textile Product Mills,2
Dearborn,Textile Product Mills,1
Decatur,Textile Product Mills,1
Dekalb,Textile Product Mills,1
Delaware,Textile Product Mills,4
Dubois,Textile Product Mills,2
Elkhart,Textile Product Mills,14
Floyd,Textile Product Mills,1
Grant,Textile Product Mills,1
Hamilton,Textile Product Mills,5
Hancock,Textile Product Mills,1
Hendricks,Textile Product Mills,2
Henry,Textile Product Mills,1
Jay,Textile Product Mills,1
Johnson,Textile Product Mills,3
Knox,Textile Product Mills,1
Kosciusko,Textile Product Mills,8
Lagrange,Textile Product Mills,5
Lake,Textile Product Mills,6
Laporte,Textile Product Mills,4
Madison,Textile Product Mills,2
Marion,Textile Product Mills,30
Marshall,Textile Product Mills,2
Martin,Textile Product Mills,1
Miami,Textile Product Mills,1
Monroe,Textile Product Mills,1
Owen,Textile Product Mills,1
Perry,Textile Product Mills,1
Porter,Textile Product Mills,5
Posey,Textile Product Mills,3
Pulaski,Textile Product Mills,1
Ripley,Textile Product Mills,1
Rush,Textile Product Mills,1
StJoseph,Textile Product Mills,4
Shelby,Textile Product Mills,1
Steuben,Textile Product Mills,5
Sullivan,Textile Product Mills,1
Tippecanoe,Textile Product Mills,2
Vanderburgh,Textile Product Mills,4
Vigo,Textile Product Mills,1
Wabash,Textile Product Mills,1
Warrick,Textile Product Mills,1
Wayne,Textile Product Mills,1
Wells,Textile Product Mills,1
White,Textile Product Mills,6
Whitley,Textile Product Mills,1
Adams,Transit And Ground Passenger Trans.,2
Allen,Transit And Ground Passenger Trans.,16
Bartholomew,Transit And Ground Passenger Trans.,2
Boone,Transit And Ground Passenger Trans.,2
Brown,Transit And Ground Passenger Trans.,3
Carroll,Transit And Ground Passenger Trans.,2
Clark,Transit And Ground Passenger Trans.,3
Clay,Transit And Ground Passenger Trans.,2
Daviess,Transit And Ground Passenger Trans.,5
Dearborn,Transit And Ground Passenger Trans.,13
Decatur,Transit And Ground Passenger Trans.,1
Delaware,Transit And Ground Passenger Trans.,3
Dubois,Transit And Ground Passenger Trans.,4
Elkhart,Transit And Ground Passenger Trans.,5
Fayette,Transit And Ground Passenger Trans.,2
Fountain,Transit And Ground Passenger Trans.,1
Franklin,Transit And Ground Passenger Trans.,6
Gibson,Transit And Ground Passenger Trans.,3
Grant,Transit And Ground Passenger Trans.,2
Hamilton,Transit And Ground Passenger Trans.,5
Harrison,Transit And Ground Passenger Trans.,2
Hendricks,Transit And Ground Passenger Trans.,6
Henry,Transit And Ground Passenger Trans.,1
Howard,Transit And Ground Passenger Trans.,2
Jasper,Transit And Ground Passenger Trans.,1
Johnson,Transit And Ground Passenger Trans.,2
Knox,Transit And Ground Passenger Trans.,4
Kosciusko,Transit And Ground Passenger Trans.,1
Lagrange,Transit And Ground Passenger Trans.,1
Lake,Transit And Ground Passenger Trans.,16
Laporte,Transit And Ground Passenger Trans.,3
Lawrence,Transit And Ground Passenger Trans.,1
Madison,Transit And Ground Passenger Trans.,5
Marion,Transit And Ground Passenger Trans.,57
Marshall,Transit And Ground Passenger Trans.,2
Miami,Transit And Ground Passenger Trans.,0
Monroe,Transit And Ground Passenger Trans.,7
Montgomery,Transit And Ground Passenger Trans.,4
Morgan,Transit And Ground Passenger Trans.,1
Noble,Transit And Ground Passenger Trans.,1
Owen,Transit And Ground Passenger Trans.,5
Parke,Transit And Ground Passenger Trans.,2
Pike,Transit And Ground Passenger Trans.,1
Porter,Transit And Ground Passenger Trans.,4
Putnam,Transit And Ground Passenger Trans.,3
Randolph,Transit And Ground Passenger Trans.,1
Ripley,Transit And Ground Passenger Trans.,4
StJoseph,Transit And Ground Passenger Trans.,6
Scott,Transit And Ground Passenger Trans.,2
Shelby,Transit And Ground Passenger Trans.,1
Spencer,Transit And Ground Passenger Trans.,5
Sullivan,Transit And Ground Passenger Trans.,1
Switzerland,Transit And Ground Passenger Trans.,1
Tippecanoe,Transit And Ground Passenger Trans.,8
Union,Transit And Ground Passenger Trans.,1
Vanderburgh,Transit And Ground Passenger Trans.,6
Vigo,Transit And Ground Passenger Trans.,2
Warrick,Transit And Ground Passenger Trans.,7
Washington,Transit And Ground Passenger Trans.,0
Wayne,Transit And Ground Passenger Trans.,1
Adams,Utilities,1
Allen,Utilities,15
Bartholomew,Utilities,8
Benton,Utilities,2
Blackford,Utilities,1
Boone,Utilities,1
Brown,Utilities,1
Carroll,Utilities,1
Cass,Utilities,1
Clark,Utilities,12
Clay,Utilities,1
Crawford,Utilities,3
Daviess,Utilities,4
Dearborn,Utilities,13
Decatur,Utilities,4
Dekalb,Utilities,2
Delaware,Utilities,5
Dubois,Utilities,5
Elkhart,Utilities,5
Fayette,Utilities,6
Floyd,Utilities,6
Fountain,Utilities,2
Franklin,Utilities,1
Fulton,Utilities,4
Gibson,Utilities,10
Grant,Utilities,3
Greene,Utilities,5
Hamilton,Utilities,12
Hancock,Utilities,4
Harrison,Utilities,6
Hendricks,Utilities,10
Henry,Utilities,5
Howard,Utilities,4
Huntington,Utilities,4
Jackson,Utilities,5
Jasper,Utilities,2
Jay,Utilities,4
Jefferson,Utilities,10
Jennings,Utilities,3
Johnson,Utilities,7
Knox,Utilities,11
Kosciusko,Utilities,4
Lagrange,Utilities,3
Lake,Utilities,29
Laporte,Utilities,7
Lawrence,Utilities,5
Madison,Utilities,2
Marion,Utilities,18
Marshall,Utilities,4
Martin,Utilities,3
Miami,Utilities,3
Monroe,Utilities,10
Montgomery,Utilities,2
Morgan,Utilities,10
Newton,Utilities,2
Noble,Utilities,5
Ohio,Utilities,2
Orange,Utilities,2
Owen,Utilities,2
Parke,Utilities,1
Perry,Utilities,4
Pike,Utilities,2
Porter,Utilities,14
Posey,Utilities,3
Putnam,Utilities,8
Randolph,Utilities,5
Ripley,Utilities,6
Rush,Utilities,2
StJoseph,Utilities,7
Scott,Utilities,2
Shelby,Utilities,4
Spencer,Utilities,8
Starke,Utilities,1
Steuben,Utilities,2
Sullivan,Utilities,7
Switzerland,Utilities,3
Tippecanoe,Utilities,4
Union,Utilities,1
Vanderburgh,Utilities,7
Vermillion,Utilities,7
Vigo,Utilities,9
Wabash,Utilities,4
Warren,Utilities,1
Warrick,Utilities,8
Washington,Utilities,4
Wayne,Utilities,4
Wells,Utilities,3
White,Utilities,4
Whitley,Utilities,1
Allen,Warehousing And Storage,24
Bartholomew,Warehousing And Storage,3
Boone,Warehousing And Storage,10
Carroll,Warehousing And Storage,1
Cass,Warehousing And Storage,1
Clark,Warehousing And Storage,10
Clinton,Warehousing And Storage,1
Crawford,Warehousing And Storage,3
Daviess,Warehousing And Storage,3
Decatur,Warehousing And Storage,4
Dekalb,Warehousing And Storage,4
Delaware,Warehousing And Storage,6
Dubois,Warehousing And Storage,1
Elkhart,Warehousing And Storage,21
Floyd,Warehousing And Storage,4
Fulton,Warehousing And Storage,1
Gibson,Warehousing And Storage,1
Grant,Warehousing And Storage,5
Hamilton,Warehousing And Storage,5
Hancock,Warehousing And Storage,5
Hendricks,Warehousing And Storage,53
Howard,Warehousing And Storage,4
Huntington,Warehousing And Storage,3
Jackson,Warehousing And Storage,7
Jasper,Warehousing And Storage,2
Jefferson,Warehousing And Storage,1
Jennings,Warehousing And Storage,1
Johnson,Warehousing And Storage,13
Knox,Warehousing And Storage,2
Kosciusko,Warehousing And Storage,7
Lake,Warehousing And Storage,17
Laporte,Warehousing And Storage,7
Madison,Warehousing And Storage,4
Marion,Warehousing And Storage,72
Marshall,Warehousing And Storage,1
Martin,Warehousing And Storage,3
Miami,Warehousing And Storage,1
Montgomery,Warehousing And Storage,4
Morgan,Warehousing And Storage,1
Newton,Warehousing And Storage,1
Noble,Warehousing And Storage,1
Ohio,Warehousing And Storage,1
Perry,Warehousing And Storage,1
Pike,Warehousing And Storage,1
Porter,Warehousing And Storage,11
Posey,Warehousing And Storage,4
Putnam,Warehousing And Storage,4
Randolph,Warehousing And Storage,1
Ripley,Warehousing And Storage,1
Rush,Warehousing And Storage,2
StJoseph,Warehousing And Storage,13
Shelby,Warehousing And Storage,2
Steuben,Warehousing And Storage,2
Sullivan,Warehousing And Storage,1
Tippecanoe,Warehousing And Storage,9
Tipton,Warehousing And Storage,1
Vanderburgh,Warehousing And Storage,12
Vigo,Warehousing And Storage,5
Wabash,Warehousing And Storage,1
Warrick,Warehousing And Storage,3
Wayne,Warehousing And Storage,5
Wells,Warehousing And Storage,2
Whitley,Warehousing And Storage,2
Adams,Waste Mgt. & Remediation Services,3
Allen,Waste Mgt. & Remediation Services,29
Bartholomew,Waste Mgt. & Remediation Services,6
Blackford,Waste Mgt. & Remediation Services,1
Boone,Waste Mgt. & Remediation Services,8
Brown,Waste Mgt. & Remediation Services,3
Carroll,Waste Mgt. & Remediation Services,1
Cass,Waste Mgt. & Remediation Services,2
Clark,Waste Mgt. & Remediation Services,12
Clay,Waste Mgt. & Remediation Services,3
Clinton,Waste Mgt. & Remediation Services,4
Crawford,Waste Mgt. & Remediation Services,1
Dearborn,Waste Mgt. & Remediation Services,4
Decatur,Waste Mgt. & Remediation Services,3
Dekalb,Waste Mgt. & Remediation Services,5
Delaware,Waste Mgt. & Remediation Services,7
Dubois,Waste Mgt. & Remediation Services,3
Elkhart,Waste Mgt. & Remediation Services,16
Floyd,Waste Mgt. & Remediation Services,5
Fountain,Waste Mgt. & Remediation Services,2
Franklin,Waste Mgt. & Remediation Services,1
Fulton,Waste Mgt. & Remediation Services,3
Gibson,Waste Mgt. & Remediation Services,3
Grant,Waste Mgt. & Remediation Services,2
Greene,Waste Mgt. & Remediation Services,5
Hamilton,Waste Mgt. & Remediation Services,19
Hancock,Waste Mgt. & Remediation Services,6
Harrison,Waste Mgt. & Remediation Services,1
Hendricks,Waste Mgt. & Remediation Services,17
Henry,Waste Mgt. & Remediation Services,2
Howard,Waste Mgt. & Remediation Services,9
Huntington,Waste Mgt. & Remediation Services,2
Jackson,Waste Mgt. & Remediation Services,6
Jasper,Waste Mgt. & Remediation Services,3
Jay,Waste Mgt. & Remediation Services,1
Johnson,Waste Mgt. & Remediation Services,11
Knox,Waste Mgt. & Remediation Services,5
Kosciusko,Waste Mgt. & Remediation Services,12
Lagrange,Waste Mgt. & Remediation Services,3
Lake,Waste Mgt. & Remediation Services,55
Laporte,Waste Mgt. & Remediation Services,8
Lawrence,Waste Mgt. & Remediation Services,3
Madison,Waste Mgt. & Remediation Services,4
Marion,Waste Mgt. & Remediation Services,76
Marshall,Waste Mgt. & Remediation Services,5
Martin,Waste Mgt. & Remediation Services,1
Miami,Waste Mgt. & Remediation Services,5
Monroe,Waste Mgt. & Remediation Services,11
Montgomery,Waste Mgt. & Remediation Services,3
Morgan,Waste Mgt. & Remediation Services,6
Newton,Waste Mgt. & Remediation Services,3
Noble,Waste Mgt. & Remediation Services,3
Orange,Waste Mgt. & Remediation Services,2
Owen,Waste Mgt. & Remediation Services,1
Parke,Waste Mgt. & Remediation Services,3
Perry,Waste Mgt. & Remediation Services,3
Pike,Waste Mgt. & Remediation Services,4
Porter,Waste Mgt. & Remediation Services,15
Posey,Waste Mgt. & Remediation Services,5
Pulaski,Waste Mgt. & Remediation Services,1
Putnam,Waste Mgt. & Remediation Services,11
Randolph,Waste Mgt. & Remediation Services,2
Ripley,Waste Mgt. & Remediation Services,1
Rush,Waste Mgt. & Remediation Services,1
StJoseph,Waste Mgt. & Remediation Services,19
Scott,Waste Mgt. & Remediation Services,3
Shelby,Waste Mgt. & Remediation Services,3
Spencer,Waste Mgt. & Remediation Services,2
Starke,Waste Mgt. & Remediation Services,3
Steuben,Waste Mgt. & Remediation Services,4
Sullivan,Waste Mgt. & Remediation Services,3
Tippecanoe,Waste Mgt. & Remediation Services,8
Union,Waste Mgt. & Remediation Services,1
Vanderburgh,Waste Mgt. & Remediation Services,16
Vermillion,Waste Mgt. & Remediation Services,1
Vigo,Waste Mgt. & Remediation Services,13
Wabash,Waste Mgt. & Remediation Services,2
Warrick,Waste Mgt. & Remediation Services,8
Washington,Waste Mgt. & Remediation Services,1
Wayne,Waste Mgt. & Remediation Services,3
Wells,Waste Mgt. & Remediation Services,2
White,Waste Mgt. & Remediation Services,6
Whitley,Waste Mgt. & Remediation Services,3
Clark,Water Transportation,1
Floyd,Water Transportation,1
Lake,Water Transportation,2
Marion,Water Transportation,2
Spencer,Water Transportation,1
Adams,Wholesale Elec. Markets & Agents & Brokers,2
Allen,Wholesale Elec. Markets & Agents & Brokers,89
Bartholomew,Wholesale Elec. Markets & Agents & Brokers,20
Benton,Wholesale Elec. Markets & Agents & Brokers,1
Boone,Wholesale Elec. Markets & Agents & Brokers,38
Brown,Wholesale Elec. Markets & Agents & Brokers,1
Carroll,Wholesale Elec. Markets & Agents & Brokers,1
Cass,Wholesale Elec. Markets & Agents & Brokers,1
Clark,Wholesale Elec. Markets & Agents & Brokers,24
Clay,Wholesale Elec. Markets & Agents & Brokers,1
Clinton,Wholesale Elec. Markets & Agents & Brokers,5
Daviess,Wholesale Elec. Markets & Agents & Brokers,2
Dearborn,Wholesale Elec. Markets & Agents & Brokers,12
Decatur,Wholesale Elec. Markets & Agents & Brokers,2
Dekalb,Wholesale Elec. Markets & Agents & Brokers,4
Delaware,Wholesale Elec. Markets & Agents & Brokers,18
Dubois,Wholesale Elec. Markets & Agents & Brokers,13
Elkhart,Wholesale Elec. Markets & Agents & Brokers,62
Fayette,Wholesale Elec. Markets & Agents & Brokers,1
Floyd,Wholesale Elec. Markets & Agents & Brokers,22
Fountain,Wholesale Elec. Markets & Agents & Brokers,1
Franklin,Wholesale Elec. Markets & Agents & Brokers,1
Fulton,Wholesale Elec. Markets & Agents & Brokers,3
Gibson,Wholesale Elec. Markets & Agents & Brokers,3
Grant,Wholesale Elec. Markets & Agents & Brokers,5
Greene,Wholesale Elec. Markets & Agents & Brokers,5
Hamilton,Wholesale Elec. Markets & Agents & Brokers,257
Hancock,Wholesale Elec. Markets & Agents & Brokers,30
Harrison,Wholesale Elec. Markets & Agents & Brokers,6
Hendricks,Wholesale Elec. Markets & Agents & Brokers,54
Henry,Wholesale Elec. Markets & Agents & Brokers,5
Howard,Wholesale Elec. Markets & Agents & Brokers,13
Huntington,Wholesale Elec. Markets & Agents & Brokers,3
Jackson,Wholesale Elec. Markets & Agents & Brokers,8
Jasper,Wholesale Elec. Markets & Agents & Brokers,4
Jay,Wholesale Elec. Markets & Agents & Brokers,2
Jefferson,Wholesale Elec. Markets & Agents & Brokers,4
Jennings,Wholesale Elec. Markets & Agents & Brokers,1
Johnson,Wholesale Elec. Markets & Agents & Brokers,44
Knox,Wholesale Elec. Markets & Agents & Brokers,5
Kosciusko,Wholesale Elec. Markets & Agents & Brokers,19
Lagrange,Wholesale Elec. Markets & Agents & Brokers,3
Lake,Wholesale Elec. Markets & Agents & Brokers,123
Laporte,Wholesale Elec. Markets & Agents & Brokers,21
Lawrence,Wholesale Elec. Markets & Agents & Brokers,3
Madison,Wholesale Elec. Markets & Agents & Brokers,13
Marion,Wholesale Elec. Markets & Agents & Brokers,384
Marshall,Wholesale Elec. Markets & Agents & Brokers,7
Miami,Wholesale Elec. Markets & Agents & Brokers,5
Monroe,Wholesale Elec. Markets & Agents & Brokers,17
Montgomery,Wholesale Elec. Markets & Agents & Brokers,1
Morgan,Wholesale Elec. Markets & Agents & Brokers,17
Newton,Wholesale Elec. Markets & Agents & Brokers,3
Noble,Wholesale Elec. Markets & Agents & Brokers,7
Ohio,Wholesale Elec. Markets & Agents & Brokers,2
Orange,Wholesale Elec. Markets & Agents & Brokers,3
Owen,Wholesale Elec. Markets & Agents & Brokers,3
Perry,Wholesale Elec. Markets & Agents & Brokers,1
Porter,Wholesale Elec. Markets & Agents & Brokers,50
Posey,Wholesale Elec. Markets & Agents & Brokers,2
Pulaski,Wholesale Elec. Markets & Agents & Brokers,5
Randolph,Wholesale Elec. Markets & Agents & Brokers,3
Ripley,Wholesale Elec. Markets & Agents & Brokers,6
Rush,Wholesale Elec. Markets & Agents & Brokers,2
StJoseph,Wholesale Elec. Markets & Agents & Brokers,75
Scott,Wholesale Elec. Markets & Agents & Brokers,3
Shelby,Wholesale Elec. Markets & Agents & Brokers,8
Spencer,Wholesale Elec. Markets & Agents & Brokers,5
Starke,Wholesale Elec. Markets & Agents & Brokers,1
Steuben,Wholesale Elec. Markets & Agents & Brokers,10
Sullivan,Wholesale Elec. Markets & Agents & Brokers,2
Tippecanoe,Wholesale Elec. Markets & Agents & Brokers,15
Tipton,Wholesale Elec. Markets & Agents & Brokers,2
Union,Wholesale Elec. Markets & Agents & Brokers,0
Vanderburgh,Wholesale Elec. Markets & Agents & Brokers,33
Vermillion,Wholesale Elec. Markets & Agents & Brokers,1
Vigo,Wholesale Elec. Markets & Agents & Brokers,6
Wabash,Wholesale Elec. Markets & Agents & Brokers,1
Warren,Wholesale Elec. Markets & Agents & Brokers,1
Warrick,Wholesale Elec. Markets & Agents & Brokers,11
Washington,Wholesale Elec. Markets & Agents & Brokers,5
Wayne,Wholesale Elec. Markets & Agents & Brokers,6
Wells,Wholesale Elec. Markets & Agents & Brokers,3
White,Wholesale Elec. Markets & Agents & Brokers,3
Whitley,Wholesale Elec. Markets & Agents & Brokers,7
Adams,Wood Product Manufacturing,3
Allen,Wood Product Manufacturing,11
Bartholomew,Wood Product Manufacturing,3
Benton,Wood Product Manufacturing,1
Blackford,Wood Product Manufacturing,4
Boone,Wood Product Manufacturing,1
Brown,Wood Product Manufacturing,5
Cass,Wood Product Manufacturing,2
Clark,Wood Product Manufacturing,21
Clay,Wood Product Manufacturing,10
Clinton,Wood Product Manufacturing,3
Crawford,Wood Product Manufacturing,3
Daviess,Wood Product Manufacturing,13
Dearborn,Wood Product Manufacturing,3
Decatur,Wood Product Manufacturing,4
Dekalb,Wood Product Manufacturing,3
Delaware,Wood Product Manufacturing,1
Dubois,Wood Product Manufacturing,14
Elkhart,Wood Product Manufacturing,74
Fayette,Wood Product Manufacturing,1
Floyd,Wood Product Manufacturing,12
Fountain,Wood Product Manufacturing,1
Franklin,Wood Product Manufacturing,3
Fulton,Wood Product Manufacturing,13
Grant,Wood Product Manufacturing,3
Greene,Wood Product Manufacturing,3
Hamilton,Wood Product Manufacturing,5
Hancock,Wood Product Manufacturing,2
Harrison,Wood Product Manufacturing,12
Hendricks,Wood Product Manufacturing,3
Henry,Wood Product Manufacturing,1
Howard,Wood Product Manufacturing,5
Huntington,Wood Product Manufacturing,3
Jackson,Wood Product Manufacturing,7
Jasper,Wood Product Manufacturing,5
Jay,Wood Product Manufacturing,2
Jefferson,Wood Product Manufacturing,6
Jennings,Wood Product Manufacturing,3
Johnson,Wood Product Manufacturing,7
Knox,Wood Product Manufacturing,4
Kosciusko,Wood Product Manufacturing,11
Lagrange,Wood Product Manufacturing,37
Lake,Wood Product Manufacturing,8
Laporte,Wood Product Manufacturing,2
Lawrence,Wood Product Manufacturing,2
Madison,Wood Product Manufacturing,3
Marion,Wood Product Manufacturing,20
Marshall,Wood Product Manufacturing,15
Martin,Wood Product Manufacturing,2
Miami,Wood Product Manufacturing,2
Monroe,Wood Product Manufacturing,4
Montgomery,Wood Product Manufacturing,1
Morgan,Wood Product Manufacturing,7
Noble,Wood Product Manufacturing,5
Orange,Wood Product Manufacturing,4
Owen,Wood Product Manufacturing,9
Parke,Wood Product Manufacturing,5
Perry,Wood Product Manufacturing,4
