cnty_name,naics_code,count
Warrick,"Performing Arts, Spectator Sports, And Related Industries",3
Washington,"Performing Arts, Spectator Sports, And Related Industries",3
Wayne,"Performing Arts, Spectator Sports, And Related Industries",4
Wells,"Performing Arts, Spectator Sports, And Related Industries",3
White,"Performing Arts, Spectator Sports, And Related Industries",1
Whitley,"Performing Arts, Spectator Sports, And Related Industries",2
Allen,Petroleum And Coal Products Mfg,1
Boone,Petroleum And Coal Products Mfg,1
Clark,Petroleum And Coal Products Mfg,1
Decatur,Petroleum And Coal Products Mfg,1
Elkhart,Petroleum And Coal Products Mfg,2
Franklin,Petroleum And Coal Products Mfg,1
Gibson,Petroleum And Coal Products Mfg,1
Huntington,Petroleum And Coal Products Mfg,1
Jasper,Petroleum And Coal Products Mfg,1
Jennings,Petroleum And Coal Products Mfg,1
Kosciusko,Petroleum And Coal Products Mfg,2
Lake,Petroleum And Coal Products Mfg,10
Laporte,Petroleum And Coal Products Mfg,2
Marion,Petroleum And Coal Products Mfg,7
Marshall,Petroleum And Coal Products Mfg,1
Noble,Petroleum And Coal Products Mfg,1
Porter,Petroleum And Coal Products Mfg,1
Posey,Petroleum And Coal Products Mfg,2
StJoseph,Petroleum And Coal Products Mfg,1
Steuben,Petroleum And Coal Products Mfg,1
Vanderburgh,Petroleum And Coal Products Mfg,1
Vigo,Petroleum And Coal Products Mfg,1
Wabash,Petroleum And Coal Products Mfg,2
Wells,Petroleum And Coal Products Mfg,1
Boone,Pipeline Transportation,1
Dearborn,Pipeline Transportation,1
Dubois,Pipeline Transportation,1
Gibson,Pipeline Transportation,1
Hamilton,Pipeline Transportation,1
Hendricks,Pipeline Transportation,3
Henry,Pipeline Transportation,1
Jackson,Pipeline Transportation,1
Jay,Pipeline Transportation,1
Knox,Pipeline Transportation,1
Lagrange,Pipeline Transportation,1
Lake,Pipeline Transportation,9
Lawrence,Pipeline Transportation,1
Marion,Pipeline Transportation,5
Pike,Pipeline Transportation,2
Putnam,Pipeline Transportation,1
StJoseph,Pipeline Transportation,2
Shelby,Pipeline Transportation,1
Sullivan,Pipeline Transportation,1
Adams,Plastics And Rubber Products Mfg,2
Allen,Plastics And Rubber Products Mfg,25
Bartholomew,Plastics And Rubber Products Mfg,8
Benton,Plastics And Rubber Products Mfg,1
Blackford,Plastics And Rubber Products Mfg,3
Boone,Plastics And Rubber Products Mfg,4
Carroll,Plastics And Rubber Products Mfg,2
Cass,Plastics And Rubber Products Mfg,1
Clark,Plastics And Rubber Products Mfg,10
Clay,Plastics And Rubber Products Mfg,2
Clinton,Plastics And Rubber Products Mfg,1
Daviess,Plastics And Rubber Products Mfg,6
Dearborn,Plastics And Rubber Products Mfg,3
Dekalb,Plastics And Rubber Products Mfg,13
Delaware,Plastics And Rubber Products Mfg,2
Dubois,Plastics And Rubber Products Mfg,3
Elkhart,Plastics And Rubber Products Mfg,77
Floyd,Plastics And Rubber Products Mfg,6
Franklin,Plastics And Rubber Products Mfg,1
Fulton,Plastics And Rubber Products Mfg,4
Gibson,Plastics And Rubber Products Mfg,3
Grant,Plastics And Rubber Products Mfg,3
Hamilton,Plastics And Rubber Products Mfg,8
Hancock,Plastics And Rubber Products Mfg,4
Harrison,Plastics And Rubber Products Mfg,1
Hendricks,Plastics And Rubber Products Mfg,6
Henry,Plastics And Rubber Products Mfg,3
Howard,Plastics And Rubber Products Mfg,2
Huntington,Plastics And Rubber Products Mfg,1
Jackson,Plastics And Rubber Products Mfg,4
Jasper,Plastics And Rubber Products Mfg,1
Jay,Plastics And Rubber Products Mfg,2
Jefferson,Plastics And Rubber Products Mfg,4
Jennings,Plastics And Rubber Products Mfg,4
Johnson,Plastics And Rubber Products Mfg,7
Knox,Plastics And Rubber Products Mfg,2
Kosciusko,Plastics And Rubber Products Mfg,10
Lagrange,Plastics And Rubber Products Mfg,3
Lake,Plastics And Rubber Products Mfg,10
Laporte,Plastics And Rubber Products Mfg,14
Lawrence,Plastics And Rubber Products Mfg,3
Madison,Plastics And Rubber Products Mfg,4
Marion,Plastics And Rubber Products Mfg,34
Marshall,Plastics And Rubber Products Mfg,21
Monroe,Plastics And Rubber Products Mfg,7
Montgomery,Plastics And Rubber Products Mfg,4
Morgan,Plastics And Rubber Products Mfg,3
Newton,Plastics And Rubber Products Mfg,3
Noble,Plastics And Rubber Products Mfg,8
Orange,Plastics And Rubber Products Mfg,1
Owen,Plastics And Rubber Products Mfg,1
Parke,Plastics And Rubber Products Mfg,3
Porter,Plastics And Rubber Products Mfg,9
Posey,Plastics And Rubber Products Mfg,3
Pulaski,Plastics And Rubber Products Mfg,1
Putnam,Plastics And Rubber Products Mfg,3
Ripley,Plastics And Rubber Products Mfg,1
Rush,Plastics And Rubber Products Mfg,1
StJoseph,Plastics And Rubber Products Mfg,34
Scott,Plastics And Rubber Products Mfg,4
Shelby,Plastics And Rubber Products Mfg,5
Spencer,Plastics And Rubber Products Mfg,3
Starke,Plastics And Rubber Products Mfg,1
Steuben,Plastics And Rubber Products Mfg,7
Sullivan,Plastics And Rubber Products Mfg,2
Switzerland,Plastics And Rubber Products Mfg,1
Tippecanoe,Plastics And Rubber Products Mfg,6
Vanderburgh,Plastics And Rubber Products Mfg,25
Vigo,Plastics And Rubber Products Mfg,7
Wabash,Plastics And Rubber Products Mfg,1
Warren,Plastics And Rubber Products Mfg,1
Warrick,Plastics And Rubber Products Mfg,3
Washington,Plastics And Rubber Products Mfg,1
Wayne,Plastics And Rubber Products Mfg,12
Wells,Plastics And Rubber Products Mfg,5
White,Plastics And Rubber Products Mfg,2
Whitley,Plastics And Rubber Products Mfg,3
Clinton,Postal Service,1
Dearborn,Postal Service,1
Delaware,Postal Service,1
Hendricks,Postal Service,1
Laporte,Postal Service,1
Marion,Postal Service,2
StJoseph,Postal Service,1
Steuben,Postal Service,1
Vigo,Postal Service,1
Allen,Primary Metal Manufacturing,19
Bartholomew,Primary Metal Manufacturing,2
Boone,Primary Metal Manufacturing,1
Cass,Primary Metal Manufacturing,1
Clark,Primary Metal Manufacturing,7
Decatur,Primary Metal Manufacturing,2
Dekalb,Primary Metal Manufacturing,6
Delaware,Primary Metal Manufacturing,4
Elkhart,Primary Metal Manufacturing,13
Fayette,Primary Metal Manufacturing,1
Fountain,Primary Metal Manufacturing,3
Fulton,Primary Metal Manufacturing,1
Gibson,Primary Metal Manufacturing,1
Grant,Primary Metal Manufacturing,3
Greene,Primary Metal Manufacturing,1
Hamilton,Primary Metal Manufacturing,4
Hancock,Primary Metal Manufacturing,1
Hendricks,Primary Metal Manufacturing,2
Henry,Primary Metal Manufacturing,2
Howard,Primary Metal Manufacturing,3
Huntington,Primary Metal Manufacturing,4
Jackson,Primary Metal Manufacturing,5
Jefferson,Primary Metal Manufacturing,4
Jennings,Primary Metal Manufacturing,3
Johnson,Primary Metal Manufacturing,4
Knox,Primary Metal Manufacturing,1
Kosciusko,Primary Metal Manufacturing,5
Lagrange,Primary Metal Manufacturing,1
Lake,Primary Metal Manufacturing,16
Laporte,Primary Metal Manufacturing,7
Lawrence,Primary Metal Manufacturing,3
Madison,Primary Metal Manufacturing,4
Marion,Primary Metal Manufacturing,7
Marshall,Primary Metal Manufacturing,6
Monroe,Primary Metal Manufacturing,1
Montgomery,Primary Metal Manufacturing,1
Noble,Primary Metal Manufacturing,5
Perry,Primary Metal Manufacturing,1
Porter,Primary Metal Manufacturing,12
Pulaski,Primary Metal Manufacturing,1
Putnam,Primary Metal Manufacturing,1
Randolph,Primary Metal Manufacturing,2
Rush,Primary Metal Manufacturing,1
StJoseph,Primary Metal Manufacturing,6
Shelby,Primary Metal Manufacturing,4
Spencer,Primary Metal Manufacturing,3
Starke,Primary Metal Manufacturing,1
Steuben,Primary Metal Manufacturing,3
Tippecanoe,Primary Metal Manufacturing,4
Vanderburgh,Primary Metal Manufacturing,1
Vigo,Primary Metal Manufacturing,4
Wabash,Primary Metal Manufacturing,7
Warrick,Primary Metal Manufacturing,1
Wayne,Primary Metal Manufacturing,3
Wells,Primary Metal Manufacturing,1
Whitley,Primary Metal Manufacturing,7
Adams,Printing And Related Support Activities,3
Allen,Printing And Related Support Activities,39
Bartholomew,Printing And Related Support Activities,8
Benton,Printing And Related Support Activities,2
Blackford,Printing And Related Support Activities,1
Boone,Printing And Related Support Activities,6
Carroll,Printing And Related Support Activities,3
Cass,Printing And Related Support Activities,2
Clark,Printing And Related Support Activities,19
Clay,Printing And Related Support Activities,2
Clinton,Printing And Related Support Activities,3
Dearborn,Printing And Related Support Activities,4
Decatur,Printing And Related Support Activities,3
Dekalb,Printing And Related Support Activities,5
Delaware,Printing And Related Support Activities,16
Dubois,Printing And Related Support Activities,6
Elkhart,Printing And Related Support Activities,24
Fayette,Printing And Related Support Activities,1
Floyd,Printing And Related Support Activities,8
Fountain,Printing And Related Support Activities,1
Franklin,Printing And Related Support Activities,1
Fulton,Printing And Related Support Activities,3
Grant,Printing And Related Support Activities,6
Greene,Printing And Related Support Activities,2
Hamilton,Printing And Related Support Activities,27
Hancock,Printing And Related Support Activities,8
Harrison,Printing And Related Support Activities,2
Hendricks,Printing And Related Support Activities,15
Henry,Printing And Related Support Activities,3
Howard,Printing And Related Support Activities,8
Huntington,Printing And Related Support Activities,3
Jackson,Printing And Related Support Activities,3
Jasper,Printing And Related Support Activities,2
Jay,Printing And Related Support Activities,1
Jefferson,Printing And Related Support Activities,3
Jennings,Printing And Related Support Activities,1
Johnson,Printing And Related Support Activities,12
Knox,Printing And Related Support Activities,2
Kosciusko,Printing And Related Support Activities,8
Lagrange,Printing And Related Support Activities,5
Lake,Printing And Related Support Activities,29
Laporte,Printing And Related Support Activities,6
Lawrence,Printing And Related Support Activities,2
Madison,Printing And Related Support Activities,6
Marion,Printing And Related Support Activities,124
Marshall,Printing And Related Support Activities,4
Martin,Printing And Related Support Activities,2
Miami,Printing And Related Support Activities,5
Monroe,Printing And Related Support Activities,11
Montgomery,Printing And Related Support Activities,6
Morgan,Printing And Related Support Activities,2
Noble,Printing And Related Support Activities,8
Parke,Printing And Related Support Activities,2
Perry,Printing And Related Support Activities,2
Porter,Printing And Related Support Activities,14
Posey,Printing And Related Support Activities,1
Pulaski,Printing And Related Support Activities,2
Putnam,Printing And Related Support Activities,4
Randolph,Printing And Related Support Activities,1
Ripley,Printing And Related Support Activities,3
Rush,Printing And Related Support Activities,1
StJoseph,Printing And Related Support Activities,20
Scott,Printing And Related Support Activities,5
Shelby,Printing And Related Support Activities,3
Spencer,Printing And Related Support Activities,2
Starke,Printing And Related Support Activities,1
Steuben,Printing And Related Support Activities,4
Sullivan,Printing And Related Support Activities,2
Switzerland,Printing And Related Support Activities,1
Tippecanoe,Printing And Related Support Activities,5
Tipton,Printing And Related Support Activities,2
Union,Printing And Related Support Activities,1
Vanderburgh,Printing And Related Support Activities,22
Vigo,Printing And Related Support Activities,17
Wabash,Printing And Related Support Activities,4
Warrick,Printing And Related Support Activities,3
Wayne,Printing And Related Support Activities,7
Wells,Printing And Related Support Activities,1
White,Printing And Related Support Activities,2
Whitley,Printing And Related Support Activities,5
Adams,Publishing Industries (Except Internet),3
Allen,Publishing Industries (Except Internet),16
Bartholomew,Publishing Industries (Except Internet),5
Benton,Publishing Industries (Except Internet),1
Blackford,Publishing Industries (Except Internet),1
Boone,Publishing Industries (Except Internet),5
Brown,Publishing Industries (Except Internet),3
Carroll,Publishing Industries (Except Internet),1
Cass,Publishing Industries (Except Internet),1
Clark,Publishing Industries (Except Internet),6
Clay,Publishing Industries (Except Internet),2
Clinton,Publishing Industries (Except Internet),1
Daviess,Publishing Industries (Except Internet),3
Dearborn,Publishing Industries (Except Internet),3
Decatur,Publishing Industries (Except Internet),1
Delaware,Publishing Industries (Except Internet),4
Dubois,Publishing Industries (Except Internet),4
Elkhart,Publishing Industries (Except Internet),11
Fayette,Publishing Industries (Except Internet),1
Floyd,Publishing Industries (Except Internet),6
Fountain,Publishing Industries (Except Internet),1
Franklin,Publishing Industries (Except Internet),1
Fulton,Publishing Industries (Except Internet),2
Gibson,Publishing Industries (Except Internet),1
Grant,Publishing Industries (Except Internet),2
Greene,Publishing Industries (Except Internet),2
Hamilton,Publishing Industries (Except Internet),52
Hancock,Publishing Industries (Except Internet),5
Harrison,Publishing Industries (Except Internet),1
Hendricks,Publishing Industries (Except Internet),8
Henry,Publishing Industries (Except Internet),5
Howard,Publishing Industries (Except Internet),5
Huntington,Publishing Industries (Except Internet),3
Jackson,Publishing Industries (Except Internet),2
Jasper,Publishing Industries (Except Internet),3
Jay,Publishing Industries (Except Internet),1
Jefferson,Publishing Industries (Except Internet),2
Jennings,Publishing Industries (Except Internet),2
Johnson,Publishing Industries (Except Internet),5
Knox,Publishing Industries (Except Internet),1
Kosciusko,Publishing Industries (Except Internet),5
Lagrange,Publishing Industries (Except Internet),2
Lake,Publishing Industries (Except Internet),14
Laporte,Publishing Industries (Except Internet),4
Lawrence,Publishing Industries (Except Internet),2
Madison,Publishing Industries (Except Internet),10
Marion,Publishing Industries (Except Internet),75
Marshall,Publishing Industries (Except Internet),4
Martin,Publishing Industries (Except Internet),3
Miami,Publishing Industries (Except Internet),1
Monroe,Publishing Industries (Except Internet),15
Montgomery,Publishing Industries (Except Internet),2
Morgan,Publishing Industries (Except Internet),1
Newton,Publishing Industries (Except Internet),1
Noble,Publishing Industries (Except Internet),1
Orange,Publishing Industries (Except Internet),3
Owen,Publishing Industries (Except Internet),1
Parke,Publishing Industries (Except Internet),1
Perry,Publishing Industries (Except Internet),2
Pike,Publishing Industries (Except Internet),2
Porter,Publishing Industries (Except Internet),7
Posey,Publishing Industries (Except Internet),2
Pulaski,Publishing Industries (Except Internet),1
Putnam,Publishing Industries (Except Internet),1
Randolph,Publishing Industries (Except Internet),1
Ripley,Publishing Industries (Except Internet),2
Rush,Publishing Industries (Except Internet),1
StJoseph,Publishing Industries (Except Internet),14
Scott,Publishing Industries (Except Internet),2
Shelby,Publishing Industries (Except Internet),1
Spencer,Publishing Industries (Except Internet),2
Starke,Publishing Industries (Except Internet),1
Steuben,Publishing Industries (Except Internet),2
Sullivan,Publishing Industries (Except Internet),1
Switzerland,Publishing Industries (Except Internet),1
Tippecanoe,Publishing Industries (Except Internet),12
Vanderburgh,Publishing Industries (Except Internet),6
Vermillion,Publishing Industries (Except Internet),1
Vigo,Publishing Industries (Except Internet),6
Wabash,Publishing Industries (Except Internet),3
Warrick,Publishing Industries (Except Internet),5
Washington,Publishing Industries (Except Internet),2
Wayne,Publishing Industries (Except Internet),3
Wells,Publishing Industries (Except Internet),3
White,Publishing Industries (Except Internet),2
Whitley,Publishing Industries (Except Internet),2
Parke,Rail Transportation,1
Adams,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",14
Allen,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",130
Bartholomew,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",25
Benton,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",2
Blackford,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",7
Boone,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",25
Brown,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",4
Carroll,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",6
Cass,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",15
Clark,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",18
Clay,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",13
Clinton,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",9
Crawford,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",2
Daviess,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",14
Dearborn,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",18
Decatur,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",12
Dekalb,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",18
Delaware,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",41
Dubois,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",28
Elkhart,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",52
Fayette,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",7
Floyd,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",15
Fountain,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",4
Franklin,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",3
Fulton,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",10
Gibson,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",15
Grant,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",24
Greene,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",13
Hamilton,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",84
Hancock,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",17
Harrison,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",5
Hendricks,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",31
Henry,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",15
Howard,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",30
Huntington,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",12
Jackson,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",14
Jasper,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",12
Jay,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",12
Jefferson,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",12
Jennings,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",3
Johnson,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",36
Knox,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",21
Kosciusko,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",28
Lagrange,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",8
Lake,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",174
Laporte,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",60
Lawrence,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",18
Madison,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",42
Marion,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",542
Marshall,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",22
Martin,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",8
Miami,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",13
Monroe,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",55
Montgomery,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",11
Morgan,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",22
Newton,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",3
Noble,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",17
Ohio,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",2
Orange,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",6
Owen,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",6
Parke,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",7
Perry,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",9
Pike,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",5
Porter,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",75
Posey,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",9
Pulaski,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",7
Putnam,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",15
Randolph,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",13
Ripley,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",15
Rush,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",8
StJoseph,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",92
Scott,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",7
Shelby,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",16
Spencer,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",13
Starke,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",6
Steuben,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",16
Sullivan,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",10
Switzerland,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",5
Tippecanoe,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",57
Tipton,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",6
Union,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",4
Vanderburgh,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",95
Vermillion,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",7
Vigo,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",58
Wabash,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",18
Warrick,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",17
Washington,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",4
Wayne,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",37
Wells,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",11
White,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",10
Whitley,"Religious, Grantmaking, Civic, Professional, And Similar Organizations",14
Brown,Scenic And Sightseeing Transportation,1
Floyd,Scenic And Sightseeing Transportation,1
Hamilton,Scenic And Sightseeing Transportation,2
Hancock,Scenic And Sightseeing Transportation,1
Johnson,Scenic And Sightseeing Transportation,1
Kosciusko,Scenic And Sightseeing Transportation,2
Lagrange,Scenic And Sightseeing Transportation,2
Marion,Scenic And Sightseeing Transportation,7
Monroe,Scenic And Sightseeing Transportation,1
Vigo,Scenic And Sightseeing Transportation,1
White,Scenic And Sightseeing Transportation,1
Adams,"Securities, Commodity Contracts, And Other",7
Allen,"Securities, Commodity Contracts, And Other",155
Bartholomew,"Securities, Commodity Contracts, And Other",31
Benton,"Securities, Commodity Contracts, And Other",2
Blackford,"Securities, Commodity Contracts, And Other",3
Boone,"Securities, Commodity Contracts, And Other",31
Carroll,"Securities, Commodity Contracts, And Other",2
Cass,"Securities, Commodity Contracts, And Other",5
Clark,"Securities, Commodity Contracts, And Other",23
Clay,"Securities, Commodity Contracts, And Other",4
Clinton,"Securities, Commodity Contracts, And Other",7
Daviess,"Securities, Commodity Contracts, And Other",9
Dearborn,"Securities, Commodity Contracts, And Other",6
Decatur,"Securities, Commodity Contracts, And Other",5
Dekalb,"Securities, Commodity Contracts, And Other",10
Delaware,"Securities, Commodity Contracts, And Other",24
Dubois,"Securities, Commodity Contracts, And Other",14
Elkhart,"Securities, Commodity Contracts, And Other",52
Fayette,"Securities, Commodity Contracts, And Other",5
Floyd,"Securities, Commodity Contracts, And Other",25
Fountain,"Securities, Commodity Contracts, And Other",2
Franklin,"Securities, Commodity Contracts, And Other",2
Fulton,"Securities, Commodity Contracts, And Other",1
Gibson,"Securities, Commodity Contracts, And Other",7
Grant,"Securities, Commodity Contracts, And Other",12
Greene,"Securities, Commodity Contracts, And Other",2
Hamilton,"Securities, Commodity Contracts, And Other",178
Hancock,"Securities, Commodity Contracts, And Other",21
Harrison,"Securities, Commodity Contracts, And Other",5
Hendricks,"Securities, Commodity Contracts, And Other",34
Henry,"Securities, Commodity Contracts, And Other",8
Howard,"Securities, Commodity Contracts, And Other",32
Huntington,"Securities, Commodity Contracts, And Other",13
Jackson,"Securities, Commodity Contracts, And Other",10
Jasper,"Securities, Commodity Contracts, And Other",5
Jay,"Securities, Commodity Contracts, And Other",6
Jefferson,"Securities, Commodity Contracts, And Other",6
Jennings,"Securities, Commodity Contracts, And Other",1
Johnson,"Securities, Commodity Contracts, And Other",49
Knox,"Securities, Commodity Contracts, And Other",7
Kosciusko,"Securities, Commodity Contracts, And Other",26
Lagrange,"Securities, Commodity Contracts, And Other",5
Lake,"Securities, Commodity Contracts, And Other",98
Laporte,"Securities, Commodity Contracts, And Other",16
Lawrence,"Securities, Commodity Contracts, And Other",8
Madison,"Securities, Commodity Contracts, And Other",22
Marion,"Securities, Commodity Contracts, And Other",349
Marshall,"Securities, Commodity Contracts, And Other",12
Martin,"Securities, Commodity Contracts, And Other",2
Miami,"Securities, Commodity Contracts, And Other",4
Monroe,"Securities, Commodity Contracts, And Other",38
Montgomery,"Securities, Commodity Contracts, And Other",7
Morgan,"Securities, Commodity Contracts, And Other",13
Noble,"Securities, Commodity Contracts, And Other",7
Ohio,"Securities, Commodity Contracts, And Other",1
Orange,"Securities, Commodity Contracts, And Other",4
Owen,"Securities, Commodity Contracts, And Other",2
Parke,"Securities, Commodity Contracts, And Other",3
Perry,"Securities, Commodity Contracts, And Other",4
Pike,"Securities, Commodity Contracts, And Other",2
Porter,"Securities, Commodity Contracts, And Other",46
Posey,"Securities, Commodity Contracts, And Other",4
Pulaski,"Securities, Commodity Contracts, And Other",2
Putnam,"Securities, Commodity Contracts, And Other",10
Randolph,"Securities, Commodity Contracts, And Other",4
Ripley,"Securities, Commodity Contracts, And Other",7
Rush,"Securities, Commodity Contracts, And Other",5
StJoseph,"Securities, Commodity Contracts, And Other",84
Scott,"Securities, Commodity Contracts, And Other",2
Shelby,"Securities, Commodity Contracts, And Other",10
Spencer,"Securities, Commodity Contracts, And Other",4
Starke,"Securities, Commodity Contracts, And Other",2
Steuben,"Securities, Commodity Contracts, And Other",6
Sullivan,"Securities, Commodity Contracts, And Other",2
Switzerland,"Securities, Commodity Contracts, And Other",1
Tippecanoe,"Securities, Commodity Contracts, And Other",43
Tipton,"Securities, Commodity Contracts, And Other",3
Vanderburgh,"Securities, Commodity Contracts, And Other",60
Vermillion,"Securities, Commodity Contracts, And Other",2
Vigo,"Securities, Commodity Contracts, And Other",39
Wabash,"Securities, Commodity Contracts, And Other",5
Warrick,"Securities, Commodity Contracts, And Other",16
Washington,"Securities, Commodity Contracts, And Other",4
Wayne,"Securities, Commodity Contracts, And Other",16
Wells,"Securities, Commodity Contracts, And Other",9
White,"Securities, Commodity Contracts, And Other",2
Whitley,"Securities, Commodity Contracts, And Other",6
Adams,Support Activities For Agriculture & Forestry,5
Allen,Support Activities For Agriculture & Forestry,6
Bartholomew,Support Activities For Agriculture & Forestry,3
Benton,Support Activities For Agriculture & Forestry,3
Boone,Support Activities For Agriculture & Forestry,4
Brown,Support Activities For Agriculture & Forestry,1
Carroll,Support Activities For Agriculture & Forestry,3
Cass,Support Activities For Agriculture & Forestry,1
Clark,Support Activities For Agriculture & Forestry,3
Clay,Support Activities For Agriculture & Forestry,2
Clinton,Support Activities For Agriculture & Forestry,4
Crawford,Support Activities For Agriculture & Forestry,1
Daviess,Support Activities For Agriculture & Forestry,1
Dearborn,Support Activities For Agriculture & Forestry,1
Decatur,Support Activities For Agriculture & Forestry,5
Dekalb,Support Activities For Agriculture & Forestry,2
Delaware,Support Activities For Agriculture & Forestry,4
Dubois,Support Activities For Agriculture & Forestry,5
Elkhart,Support Activities For Agriculture & Forestry,7
Fayette,Support Activities For Agriculture & Forestry,2
Floyd,Support Activities For Agriculture & Forestry,2
Fountain,Support Activities For Agriculture & Forestry,1
Fulton,Support Activities For Agriculture & Forestry,2
Gibson,Support Activities For Agriculture & Forestry,6
Grant,Support Activities For Agriculture & Forestry,3
Greene,Support Activities For Agriculture & Forestry,1
Hamilton,Support Activities For Agriculture & Forestry,14
Hancock,Support Activities For Agriculture & Forestry,7
Hendricks,Support Activities For Agriculture & Forestry,3
Henry,Support Activities For Agriculture & Forestry,3
Howard,Support Activities For Agriculture & Forestry,1
Huntington,Support Activities For Agriculture & Forestry,4
Jackson,Support Activities For Agriculture & Forestry,4
Jasper,Support Activities For Agriculture & Forestry,5
Jay,Support Activities For Agriculture & Forestry,3
Jefferson,Support Activities For Agriculture & Forestry,1
Jennings,Support Activities For Agriculture & Forestry,2
Johnson,Support Activities For Agriculture & Forestry,2
Knox,Support Activities For Agriculture & Forestry,4
