cnty_name,county,mcd,cousubfp,mcd_name,total,acadian,afghan,africa,albania,alsatian,arab,armenia,assyria,australia,austria,basque,belgium,brazil,bulgaria,canada,capeverde,carprus,celtic,croatia,cyprus,czech,czchslovk,denmark,eeurope,egypt,english,estonia,ethiopia,europe,finland,france,frcanada,germany,ghana,grbritain,greece,guyana,hungary,iceland,iran,iraq,ireland,israel,italy,jordan,kenya,latvia,lebanon,liberia,lithuania,luxemburg,macedonia,malta,morrocco,netherlnd,neurope,newzeal,nigeria,norway,ossafric,otharab,palestine,poland,portugal,romania,russia,safrica,saudi,scandnv,scotirish,scotland,senegal,serbia,sierrleon,slavic,slovak,slovenia,somalia,sovunion,subafrica,sudan,sweden,switzrlnd,syria,turkey,uganda,ukraine,wales,westindes,yugoslavia,zaire,zimbabwe,white,hispanic,black,amindan,asian,top_industry
Adams,001,060,80324,Washington,10528,0,0,0,0,0,11,0,0,0,16,0,0,0,0,23,0,0,0,0,0,0,9,0,0,0,484,0,0,49,0,172,17,2727,0,8,7,0,0,0,0,0,536,0,60,0,0,0,0,0,0,0,0,0,0,55,0,0,0,22,0,0,11,38,0,0,9,0,0,0,34,87,0,0,0,0,0,0,0,0,17,17,54,320,0,0,0,0,0,0,0,0,0,10048,663,19,31,28,Motor Vehicle And Parts Dealers
Adams,001,010,25900,French,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,1015,1,0,0,2,Motor Vehicle And Parts Dealers
Adams,001,040,65862,Root,4433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,259,0,0,0,0,76,21,1514,0,0,4,0,0,0,0,0,147,0,40,0,0,0,0,0,0,0,0,0,0,36,7,0,0,0,0,0,0,25,0,0,0,0,0,0,42,43,0,0,0,0,0,0,0,0,0,0,21,130,0,0,0,27,0,0,0,0,0,4297,210,5,2,7,Motor Vehicle And Parts Dealers
Adams,001,025,39924,Kirkland,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,13,0,282,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,870,12,4,3,0,Motor Vehicle And Parts Dealers
Adams,001,030,50220,Monroe,4551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,94,0,0,7,0,34,0,721,0,0,0,0,0,0,0,0,101,0,21,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,6,0,0,0,0,0,8,0,0,0,0,6,1121,0,0,0,0,6,0,0,0,0,4479,67,3,4,1,Motor Vehicle And Parts Dealers
Adams,001,035,61884,Preble,1095,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,19,0,0,24,0,0,32,0,27,6,647,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,6,0,0,0,12,0,6,6,0,0,0,0,0,0,0,0,0,1078,15,0,0,3,Motor Vehicle And Parts Dealers
Adams,001,050,77120,Union,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,23,0,0,36,0,0,0,456,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,962,27,1,0,1,Motor Vehicle And Parts Dealers
Adams,001,045,67068,St. Marys,1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,12,0,343,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,1248,24,0,1,0,Motor Vehicle And Parts Dealers
Adams,001,015,32206,Hartford,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,866,0,1,1,10,Motor Vehicle And Parts Dealers
Adams,001,005,05914,Blue Creek,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,20,14,256,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,47,0,0,0,0,0,0,0,0,0,1187,2,0,0,0,Motor Vehicle And Parts Dealers
Adams,001,020,37818,Jefferson,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,11,0,0,0,0,936,6,0,0,0,Motor Vehicle And Parts Dealers
Adams,001,055,79262,Wabash,5854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,29,0,0,295,0,0,35,0,66,6,1072,0,44,0,0,0,0,0,0,270,0,38,0,0,0,0,0,0,0,0,0,0,20,0,0,0,4,0,0,0,2,0,0,0,0,0,0,21,30,0,0,0,0,5,0,0,0,0,0,7,1037,0,0,0,0,9,0,32,0,0,5734,91,10,6,13,Motor Vehicle And Parts Dealers
Allen,003,070,58950,Perry,18170,0,0,22,3,2,53,0,0,0,18,0,2,0,0,35,0,0,0,0,0,0,20,40,0,0,1068,0,0,143,34,527,72,6059,0,64,210,0,92,0,0,0,1158,0,534,0,0,0,0,0,24,0,56,0,0,127,0,0,33,181,0,0,0,431,15,21,9,0,0,5,119,195,0,0,0,0,0,0,0,0,55,0,116,193,53,0,0,21,81,0,0,0,0,17375,182,251,32,300,Motor Vehicle And Parts Dealers
Allen,003,055,47646,Maumee,2619,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,116,0,0,24,3,74,0,928,0,3,0,0,3,0,0,0,121,0,18,0,0,0,0,0,0,0,0,7,0,9,0,0,0,4,4,0,0,47,0,0,1,0,0,0,23,14,0,0,0,0,0,0,0,0,4,0,2,48,0,0,0,18,2,0,0,0,0,2589,32,4,3,2,Motor Vehicle And Parts Dealers
Allen,003,060,49248,Milan,3503,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,51,0,124,20,1044,0,0,0,0,0,0,0,0,73,0,6,0,0,0,6,0,0,0,0,0,0,53,0,0,0,0,0,0,0,46,0,0,13,0,0,0,30,0,0,0,0,14,0,0,0,0,0,0,0,123,0,0,0,0,16,0,0,0,0,3460,36,13,0,3,Motor Vehicle And Parts Dealers
Allen,003,080,66924,St. Joseph,68276,0,0,155,4,5,68,81,0,14,88,0,66,0,8,164,0,0,0,50,0,120,44,119,0,0,4872,7,8,487,43,1802,233,19480,0,164,315,0,152,0,53,0,4583,6,1602,0,0,0,58,0,51,0,172,0,0,623,44,0,19,449,9,4,0,1337,15,152,121,0,6,48,636,971,0,27,11,43,119,28,16,0,218,0,588,431,0,16,0,173,214,41,110,0,0,62248,1466,2998,152,1141,Motor Vehicle And Parts Dealers
Allen,003,040,40932,Lake,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,66,0,0,0,10,42,6,609,0,0,0,0,0,0,0,0,67,0,15,0,0,0,0,0,0,0,0,0,0,41,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1890,18,13,46,0,Motor Vehicle And Parts Dealers
Allen,003,010,00298,Adams,31394,0,0,143,0,0,36,46,0,0,38,0,6,0,0,35,0,0,0,14,0,0,14,59,0,16,1277,9,16,107,18,754,100,6664,0,59,14,0,90,0,5,0,1291,0,386,0,27,0,6,0,0,7,26,0,0,242,0,0,0,99,0,14,0,367,66,6,7,0,0,0,183,238,0,0,0,7,26,0,0,0,186,0,108,85,0,0,0,13,43,34,48,0,0,21172,1329,8288,81,259,Motor Vehicle And Parts Dealers
Allen,003,075,60354,Pleasant,3362,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,7,0,0,0,5,0,0,159,0,0,26,0,82,11,1039,0,6,0,0,0,0,0,0,196,0,50,0,0,0,0,0,0,0,8,0,0,61,0,0,0,22,0,0,0,44,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,25,36,0,0,0,6,11,0,0,0,0,3141,92,107,17,9,Motor Vehicle And Parts Dealers
Allen,003,025,36738,Jackson,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,30,0,44,7,130,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,4,0,2,0,Motor Vehicle And Parts Dealers
Allen,003,030,37836,Jefferson,1958,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,94,0,660,0,7,0,0,0,0,0,0,40,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1926,18,10,5,1,Motor Vehicle And Parts Dealers
Allen,003,005,00208,Aboite,28338,0,0,22,0,24,119,0,6,0,29,0,19,0,0,161,0,0,0,37,0,39,113,17,51,20,2049,0,0,203,53,753,93,8163,0,235,110,0,91,0,14,0,1829,0,754,0,0,0,71,0,0,0,119,0,0,384,6,0,54,199,0,0,0,578,12,20,253,0,0,15,477,428,0,16,0,6,33,0,0,0,76,0,233,274,28,0,0,34,184,0,29,0,0,26493,571,569,72,666,Motor Vehicle And Parts Dealers
Allen,003,100,81620,Wayne,111117,13,0,745,0,7,145,28,0,8,41,0,33,0,39,175,0,0,0,37,0,78,41,118,0,0,4527,0,6,607,56,2233,308,21385,0,192,202,0,269,0,33,20,6237,0,1658,21,0,14,51,0,81,8,178,10,14,828,15,0,44,286,48,0,0,1131,70,66,219,7,16,89,770,1154,0,23,0,27,93,37,0,0,874,14,362,441,23,5,0,122,197,264,253,0,10,78023,8966,23659,446,1213,Motor Vehicle And Parts Dealers
Allen,003,045,45882,Madison,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,37,5,1115,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1781,12,1,6,2,Motor Vehicle And Parts Dealers
Allen,003,090,72116,Springfield,3697,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,6,0,5,0,0,179,0,0,18,0,118,0,1421,0,0,0,0,5,0,0,0,99,0,21,0,0,0,0,0,0,0,7,0,0,18,0,0,0,13,0,0,0,10,0,0,0,0,0,0,19,32,0,0,0,0,0,0,0,0,0,0,16,63,0,0,0,0,5,0,0,0,0,3655,16,10,4,2,Motor Vehicle And Parts Dealers
Allen,003,050,46836,Marion,3655,0,0,0,0,0,0,0,0,0,0,0,35,0,0,9,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,106,15,1585,0,13,0,0,10,0,0,0,109,0,32,0,0,0,0,0,0,0,0,0,0,13,0,0,0,6,0,0,0,106,0,9,11,0,0,6,17,26,0,0,0,0,0,0,0,0,0,0,11,39,0,0,0,0,25,0,0,0,0,3543,62,24,10,6,Motor Vehicle And Parts Dealers
Allen,003,095,80342,Washington,33105,7,0,9,0,6,135,12,0,17,48,0,20,8,14,41,0,0,0,41,0,31,17,0,0,0,1676,0,24,149,22,664,64,8519,0,70,118,0,112,0,0,0,2054,0,820,0,0,0,0,0,8,0,29,0,0,541,9,0,18,181,16,7,18,500,19,130,72,0,82,0,286,289,0,13,0,0,8,8,0,0,89,22,202,278,28,14,0,39,61,9,234,0,0,29964,896,1142,85,926,Motor Vehicle And Parts Dealers
Allen,003,015,10990,Cedar Creek,10288,0,0,0,0,3,14,0,0,5,9,0,6,0,0,11,0,0,0,0,0,0,0,10,0,0,640,0,0,80,2,359,53,3354,0,24,31,0,7,0,0,0,498,0,193,0,0,0,14,0,19,0,5,0,0,193,0,0,0,69,0,0,0,135,9,70,20,0,0,3,79,125,0,0,0,5,0,0,0,0,0,0,60,210,0,0,0,9,25,0,0,0,0,10070,72,33,19,45,Motor Vehicle And Parts Dealers
Allen,003,020,20512,Eel River,3004,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,67,0,72,5,873,0,0,11,0,17,0,0,0,138,0,12,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,19,0,0,11,0,0,0,11,29,0,0,0,0,8,0,0,0,0,0,24,24,0,0,0,8,0,0,5,0,0,2950,21,4,7,9,Motor Vehicle And Parts Dealers
Allen,003,085,68292,Scipio,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,15,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,408,5,0,1,0,Motor Vehicle And Parts Dealers
Allen,003,035,40716,Lafayette,2707,0,0,0,0,0,0,0,0,0,6,0,5,0,0,3,0,0,0,0,0,7,0,5,0,0,152,0,0,6,0,119,31,901,0,7,11,0,7,0,0,0,120,0,39,0,0,0,0,0,0,0,5,0,0,30,0,0,0,13,0,0,0,71,0,0,0,0,0,0,35,32,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,10,0,0,0,0,2612,42,19,11,10,Motor Vehicle And Parts Dealers
Allen,003,065,50238,Monroe,1963,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,106,5,633,0,0,0,0,0,0,0,0,143,0,25,0,0,0,0,0,0,0,0,0,0,17,0,0,0,5,0,0,0,16,0,0,2,0,0,0,5,30,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,10,15,0,0,0,1905,37,4,1,3,Motor Vehicle And Parts Dealers
Bartholomew,005,003,09937,Camp Atterbury,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Clothing And Clothing Accessories Stores
Bartholomew,005,005,12970,Clay,3103,0,0,0,0,0,32,0,0,20,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,40,0,20,9,532,0,0,10,0,11,0,0,0,242,0,16,0,0,0,6,0,0,0,0,0,26,15,0,0,0,0,0,0,0,9,0,4,0,0,0,0,18,19,0,0,0,0,0,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,2966,93,31,6,36,Clothing And Clothing Accessories Stores
Bartholomew,005,055,67716,Sand Creek,2185,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,42,0,28,0,389,0,0,0,0,0,0,0,0,130,0,30,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,0,14,0,5,0,0,0,0,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2138,71,14,6,1,Clothing And Clothing Accessories Stores
Bartholomew,005,050,65250,Rock Creek,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,30,0,6,0,349,0,21,0,0,0,0,0,0,57,0,17,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,29,0,0,0,0,0,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269,1,29,0,6,Clothing And Clothing Accessories Stores
Bartholomew,005,060,81656,Wayne,3795,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,278,0,0,62,0,24,0,909,0,19,0,0,0,0,0,0,252,0,20,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,31,0,0,0,0,0,0,25,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3706,21,57,4,1,Clothing And Clothing Accessories Stores
Bartholomew,005,030,31612,Harrison,3453,0,0,0,0,0,8,0,0,0,0,0,8,12,0,6,0,0,0,0,0,0,0,0,0,0,193,0,0,50,24,87,0,830,0,20,0,0,5,0,0,0,164,0,105,0,0,12,8,0,0,0,0,0,0,22,0,0,0,21,0,0,0,78,7,0,0,0,0,0,39,59,0,0,0,0,0,0,0,0,0,0,25,23,0,0,0,0,16,0,0,0,0,3341,23,21,2,66,Clothing And Clothing Accessories Stores
Bartholomew,005,020,23548,Flat Rock,1539,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,6,0,270,0,0,9,0,0,0,0,0,86,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,2,0,0,0,9,0,0,0,0,0,0,33,17,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1510,8,0,1,3,Clothing And Clothing Accessories Stores
Bartholomew,005,010,13618,Clifty,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,154,0,0,5,0,34,7,171,0,4,7,0,0,0,0,0,87,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1168,12,8,0,6,Clothing And Clothing Accessories Stores
Bartholomew,005,025,27432,German,7062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,65,0,48,0,866,0,0,20,0,9,0,0,0,530,0,36,0,0,0,0,0,0,0,0,0,0,47,0,0,0,27,0,0,0,0,0,0,0,0,0,0,39,49,0,0,0,0,0,0,0,0,0,0,35,18,0,0,0,0,20,0,0,0,0,6880,73,78,16,17,Clothing And Clothing Accessories Stores
Bartholomew,005,015,14752,Columbus,41194,0,0,25,0,0,22,13,0,8,5,0,12,0,34,61,0,0,14,17,0,32,0,65,0,0,3458,0,0,256,46,583,46,7108,0,257,18,0,102,0,0,0,2475,0,693,0,0,21,11,0,28,0,0,0,0,453,71,0,24,143,0,0,0,385,0,0,32,7,11,71,577,445,0,0,0,0,23,0,0,0,56,0,241,88,0,0,0,77,94,30,7,0,0,37796,1244,1022,57,1196,Clothing And Clothing Accessories Stores
Bartholomew,005,040,36756,Jackson,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,8,0,230,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,17,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,919,0,4,3,9,Clothing And Clothing Accessories Stores
Bartholomew,005,035,32530,Haw Creek,4015,0,0,0,0,0,7,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,283,0,0,135,0,51,0,660,0,0,9,0,0,0,0,0,242,0,38,0,0,0,0,0,0,0,0,0,7,16,8,0,0,10,0,0,0,8,4,0,2,0,0,1,36,61,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,7,0,3,0,0,3971,40,12,2,3,Clothing And Clothing Accessories Stores
Bartholomew,005,045,56124,Ohio,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,24,0,189,0,0,0,0,0,0,0,0,170,0,13,0,0,0,0,0,0,0,0,0,0,37,0,0,0,14,0,0,0,9,0,0,0,0,0,0,8,33,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,0,0,0,0,1603,12,5,2,0,Clothing And Clothing Accessories Stores
Benton,007,055,85940,York,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,16,0,0,1,Crop Production
Benton,007,035,57942,Parish Grove,267,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,0,10,0,45,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,6,0,1,0,Crop Production
Benton,007,050,77138,Union,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,21,0,92,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,266,2,5,0,1,Crop Production
Benton,007,020,28818,Grant,1142,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,6,2,142,0,0,0,0,0,0,0,0,92,0,12,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,34,0,0,3,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,1056,98,3,2,2,Crop Production
Benton,007,040,59886,Pine,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,76,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,277,2,0,0,0,Crop Production
Benton,007,045,63990,Richland,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,0,0,0,38,3,217,0,6,0,0,0,0,0,0,47,0,4,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,703,5,1,1,0,Crop Production
Benton,007,015,27630,Gilboa,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,240,1,0,0,0,Crop Production
Benton,007,025,33358,Hickory Grove,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,4,0,100,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,52,0,0,0,Crop Production
Benton,007,030,55620,Oak Grove,1694,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,73,0,0,1,2,48,6,270,0,3,0,0,2,0,0,0,142,0,8,0,0,0,0,0,2,0,0,0,0,9,0,0,0,5,0,0,0,19,0,0,0,0,0,0,16,38,0,0,0,0,3,0,0,0,0,0,19,0,0,0,0,0,5,0,0,0,0,1663,16,2,1,1,Crop Production
Benton,007,010,11224,Center,2854,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,0,0,135,0,0,0,0,191,19,648,0,4,0,0,0,0,0,0,177,0,9,0,0,0,0,0,0,0,0,0,0,54,0,0,0,5,0,0,0,6,0,3,0,0,15,0,48,19,0,0,0,0,0,0,0,0,0,0,41,2,0,0,0,0,0,0,0,0,0,2791,37,7,0,2,Crop Production
Benton,007,005,06328,Bolivar,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,55,0,0,15,0,61,7,354,0,2,0,0,0,0,0,0,109,0,17,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,13,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,3,0,0,0,0,1272,10,0,3,1,Crop Production
Blackford,009,020,80360,Washington,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,7,0,145,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,986,1,0,6,0,Motor Vehicle And Parts Dealers
Blackford,009,010,36774,Jackson,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,4,253,0,0,0,0,27,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390,9,6,6,2,Motor Vehicle And Parts Dealers
Blackford,009,015,43650,Licking,8689,0,0,0,0,0,0,0,0,0,0,0,20,0,0,8,0,0,0,0,0,0,0,0,5,0,540,0,0,37,0,88,40,977,0,10,0,0,0,0,0,0,587,0,138,0,0,0,0,0,0,0,0,0,0,55,0,0,0,16,0,0,0,56,0,0,0,0,0,0,99,7,0,0,0,0,0,0,0,0,0,0,20,27,0,0,0,13,29,0,0,0,0,8560,50,6,24,20,Motor Vehicle And Parts Dealers
